x, y
0.01338624054580401, 2206.034676501488
0.013955734997020436, 2118.318160294365
0.015168439113756578, 2096.939512147815
0.01603490329171239, 2054.8273159042087
0.017187913541555223, 2034.08943478132
0.0186814825663611, 2013.5608460452625
0.01947625393070609, 1953.2098181672752
0.020876718904027917, 1894.6676487467214
0.02269083209579196, 1894.6676487467214
0.02466258532130179, 1894.6676487467214
0.02756065314251518, 1856.6176166031096
0.030374493661872132, 1856.6176166031096
0.03347561686743514, 1800.9705365764762
0.03689335325651774, 1819.3317316422983
0.04009925544539794, 1819.3317316422983
0.044193240779665986, 1782.794647729627
0.050076978649249676, 1800.9705365764762
0.05148738611994226, 1746.9913269221793
0.057537600846770315, 1746.9913269221793
0.0625374152907173, 1746.9913269221793
0.06703424820059478, 1746.9913269221793
0.07285928778271139, 1711.907033279455
0.08029795097818648, 1694.629997747172
0.08727555951958645, 1660.5972606977684
0.09485949761689551, 1643.8380574699336
