2.847543918205022419e+04,3.826511747464488144e+04,4.999981334036227054e+04,6.385223851630283752e+04,7.999524433014247916e+04,9.860181017285058624e+04,1.198450335187231249e+05,1.438981212062722188e+05,1.709343817614851869e+05,2.011272185931586428e+05,2.346501239252371888e+05,2.716766733574705431e+05,3.123805209658640670e+05,3.569353948700499604e+05,4.055150932070463314e+05,4.582934804607020342e+05,5.154444841040442116e+05,5.771420915181983728e+05,6.435603471568243112e+05,7.148733499293838395e+05,7.912552507801995380e+05,8.728802504432806745e+05,9.599225973554955563e+05,1.052556585712800501e+06,1.150956553656115662e+06,1.255296881575006759e+06,1.365751990518680774e+06,1.482496340705004521e+06,1.605704430119239725e+06,1.735550793195090257e+06,1.872209999571408378e+06,2.015856652918629581e+06,2.166665389829521533e+06,2.324810878769436851e+06,2.490467819081628695e+06,2.663810940043727402e+06,2.845014999971668236e+06,3.034254785367860459e+06,3.231705110110529698e+06,3.437540814681532327e+06,3.651936765430074651e+06,3.875067853870111052e+06,4.107108996009195223e+06,4.348235131706934422e+06,4.598621224061177112e+06,4.858442258820299990e+06,5.127873243820106611e+06,5.407089208443787880e+06,5.696265203103831038e+06,5.995576298744406551e+06,6.305197586363363080e+06,6.625304176552536897e+06,6.956071199055573903e+06,7.297673802342241630e+06,7.650287153198417276e+06,8.014086436330925673e+06,8.389246853986570612e+06,8.775943625584501773e+06,9.174351987361362204e+06,9.584647192028678954e+06,1.000700450844172202e+07,1.044159922127946094e+07,1.088860663073497079e+07,1.134820205221606232e+07,1.182056081605521403e+07,1.230585826722898521e+07,1.280426976508593746e+07,1.331597068308309838e+07,1.384113640853039175e+07,1.437994234234272316e+07,1.493256389879950881e+07,1.549917650531119667e+07,1.607995560219259001e+07,1.667507664244268835e+07,1.728471509153073654e+07,1.790904642718822882e+07,1.854824613920683786e+07,1.920248972924165800e+07,1.987195271061997116e+07,2.055681060815209895e+07,2.125723895796145499e+07,2.197341330729169399e+07,2.270550921434532478e+07,2.345370224811374769e+07,2.421816798821384832e+07,2.499908202472907677e+07,2.579661995805413648e+07,2.661095739874365553e+07,2.744226996736463532e+07,2.829073329435228184e+07,2.915652301986939833e+07,3.003981479366917908e+07,3.094078427496099845e+07,3.185960713227959722e+07,3.279645904335706308e+07,3.375151569499792904e+07,3.472495278295685351e+07,3.571694601181927323e+07,3.672767109488464892e+07,3.775730375405212492e+07
3.852862961545570579e+04,5.177453204310314322e+04,6.765213616958294006e+04,8.639512922642262129e+04,1.082373873178672366e+05,1.334129598239160841e+05,1.621560558969507401e+05,1.947010326643619919e+05,2.312823848415526736e+05,2.721347355248997337e+05,3.174928279819181771e+05,3.675915182915708283e+05,4.226657687149432022e+05,4.829506416976857581e+05,5.486812944223170634e+05,6.200929738417871995e+05,6.974210121364138322e+05,7.809008225450338796e+05,8.707678955283492105e+05,9.672577952283645282e+05,1.070606156192736467e+06,1.181048680336945923e+06,1.298821134120721836e+06,1.424159345918025356e+06,1.557299203562451992e+06,1.698476652052035322e+06,1.847927691399242962e+06,2.005888374613614520e+06,2.172594805805775803e+06,2.348283138402836397e+06,2.533189573466156144e+06,2.727550358103450853e+06,2.931601783967925236e+06,3.145580185837911908e+06,3.369721940271025058e+06,3.604263464327510912e+06,3.849441214357835706e+06,4.105491684850115795e+06,4.372651407333243638e+06,4.651156949332104065e+06,4.941244913371344097e+06,5.243151936024704948e+06,5.557114687006948516e+06,5.883369868305803277e+06,6.222154213351446204e+06,6.573704486221299507e+06,6.938257480878131464e+06,7.316050020439359359e+06,7.707318956476032734e+06,8.112301168339557014e+06,8.531233562514921650e+06,8.964353071998711675e+06,9.411896655700834468e+06,9.874101297868531197e+06,1.035120400753160939e+07,1.084344181796777993e+07,1.135105178618718684e+07,1.187427099243495800e+07,1.241333653971112147e+07,1.296848555330700614e+07,1.353995518035717495e+07,1.412798258940642141e+07,1.473280496999088675e+07,1.535465953223294578e+07,1.599378350644877739e+07,1.665041414276870154e+07,1.732478871076904237e+07,1.801714449911554530e+07,1.872771881521759927e+07,1.945674898489275575e+07,2.020447235204144195e+07,2.097112627833094820e+07,2.175694814288879186e+07,2.256217534200480580e+07,2.338704528884167969e+07,2.423179541315348446e+07,2.509666316101231426e+07,2.598188599454202503e+07,2.688770139165951684e+07,2.781434684581877664e+07,2.876205986578093097e+07,2.973107797535334900e+07,3.072163871317125484e+07,3.173397963246772811e+07,3.276833830085268244e+07,3.382495230009774119e+07,3.490405922592619061e+07,3.600589668780816346e+07,3.713070230876100063e+07,3.827871372515422851e+07,3.945016858651921153e+07,4.064530455536365509e+07,4.186435930698987842e+07,4.310757052931786329e+07,4.437517592271208018e+07,4.566741319981238246e+07,4.698452008536867052e+07,4.832673431607919186e+07,4.969429364043278992e+07,5.108743581855402887e+07
5.213107655880200036e+04,7.005341536083165556e+04,9.153657228982429660e+04,1.168967373343460204e+05,1.464503560367729515e+05,1.805141083898549841e+05,2.194048905660080491e+05,2.634397989549053600e+05,3.129361161093735136e+05,3.682112982878301409e+05,4.295829643459841027e+05,4.973688857788224122e+05,5.718869777508176630e+05,6.534552909809439443e+05,7.423920043716845103e+05,8.390154182892050594e+05,9.436439484163714806e+05,1.056596120112099219e+06,1.178190563220175216e+06,1.308746007278709672e+06,1.448581277088024188e+06,1.598015288600322790e+06,1.757367045099264244e+06,1.926955633641418302e+06,2.107100221735082567e+06,2.298120054234768264e+06,2.500334450432146899e+06,2.714062801326457877e+06,2.939624567059153691e+06,3.177339274499244057e+06,3.427526514967153780e+06,3.690505942086231429e+06,3.966597269751995336e+06,4.256120270210325718e+06,4.559394772236459889e+06,4.876740659407644533e+06,5.208477868462663144e+06,5.554926387742350809e+06,5.916406255705508403e+06,6.293237559515210800e+06,6.685740433690889739e+06,7.094235058822033927e+06,7.519041660339513794e+06,7.960480507341062650e+06,8.418871911467544734e+06,8.894536225827027112e+06,9.387793843963859603e+06,9.898965198870031163e+06,1.042837076203666069e+07,1.097633104254300706e+07,1.154316658618138172e+07,1.212919797461551987e+07,1.273474582457114384e+07,1.336013078705660440e+07,1.400567354661222734e+07,1.467169482058692724e+07,1.535851535844072141e+07,1.606645594107168168e+07,1.679583738016634807e+07,1.754698051757242531e+07,1.832020622469261289e+07,1.911583540189862251e+07,1.993418897796449810e+07,2.077558790951841697e+07,2.164035318051175401e+07,2.252880580170534179e+07,2.344126681017142534e+07,2.437805726881110668e+07,2.533949826588655263e+07,2.632591091456707567e+07,2.733761635248892754e+07,2.837493574132780731e+07,2.943819026638395339e+07,3.052770113617900759e+07,3.164378958206440136e+07,3.278677685784051195e+07,3.395698423938675225e+07,3.515473302430135757e+07,3.638034453155130148e+07,3.763414010112598538e+07,3.891644109372608364e+07,4.022756889041057974e+07,4.156784489230123162e+07,4.293759052027139813e+07,4.433712721464699507e+07,4.576677643491540104e+07,4.722685965944122523e+07,4.871769838518930227e+07,5.023961412745440006e+07,5.179292841959745437e+07,5.337796281278803945e+07,5.499503887575330585e+07,5.664447819453209639e+07,5.832660237223563343e+07,6.004173302881303430e+07,6.179019180082268268e+07,6.357230034120834619e+07,6.538838031908056885e+07,6.723875341950307786e+07,6.912374134328328073e+07
7.053583712433662731e+04,9.478561775568820303e+04,1.238533554294105124e+05,1.581668703058772080e+05,1.981543283219761215e+05,2.442442126371514751e+05,2.968652989122634172e+05,3.564466337116867071e+05,4.234175154874360887e+05,4.982074777234902722e+05,5.812462739057308063e+05,6.729638640482742339e+05,7.737904025569157675e+05,8.841562272491666954e+05,1.004491849380950443e+06,1.135227944554355461e+06,1.276795344400474569e+06,1.429625028947334737e+06,1.594148119595988421e+06,1.770795872638667235e+06,1.959999673261926277e+06,2.162191029985175934e+06,2.377801569491452072e+06,2.607263031812543981e+06,2.851007265835272148e+06,3.109466225099578965e+06,3.383071963862443343e+06,3.672256633404602762e+06,3.977452478559517767e+06,4.299091834446222521e+06,4.637607123389590532e+06,4.993430852013331838e+06,5.366995608492276631e+06,5.758734059952090494e+06,6.169078950005351566e+06,6.598463096414376982e+06,7.047319388871585019e+06,7.516080786889440380e+06,8.005180317792390473e+06,8.515051074804114178e+06,9.046126215223696083e+06,9.598838958685204387e+06,1.017362258549524099e+07,1.077091043504376337e+07,1.139113590428361483e+07,1.203473244627473690e+07,1.270213356878931820e+07,1.339377283297405578e+07,1.411008385206683725e+07,1.485150029016407765e+07,1.561845586103671044e+07,1.641138432699144073e+07,1.723071949777548388e+07,1.807689522952211648e+07,1.895034542373495549e+07,1.985150402630922943e+07,2.078080502658800781e+07,2.173868245645157248e+07,2.272557038943842053e+07,2.374190293989661336e+07,2.478811426216347516e+07,2.586463854977283627e+07,2.697191003468819335e+07,2.811036298656105250e+07,2.928043171201248094e+07,3.048255055393807217e+07,3.171715389083396271e+07,3.298467613614397496e+07,3.428555173762670159e+07,3.562021517674126476e+07,3.698910096805170923e+07,3.839264365864863247e+07,3.983127782758776098e+07,4.130543808534447849e+07,4.281555907328394055e+07,4.436207546314583719e+07,4.594542195654384047e+07,4.756603328447821736e+07,4.922434420686216652e+07,5.092078951205321401e+07,5.265580401643224806e+07,5.442982256392594427e+07,5.624328002560679615e+07,5.809661129927226156e+07,5.999025130903992057e+07,6.192463500495386124e+07,6.390019736259984970e+07,6.591737338273065537e+07,6.797659809090043604e+07,7.007830653710761666e+07,7.222293379544660449e+07,7.441091496376803517e+07,7.664268516334611177e+07,7.891867953855477273e+07,8.123933325655040145e+07,8.360508150696258247e+07,8.601635950159108639e+07,8.847360247411006689e+07,9.097724567977905273e+07,9.352772439515967667e+07
9.543835744920742582e+04,1.282494691665061837e+05,1.675795069380057685e+05,2.140073318796201784e+05,2.681122729594063712e+05,3.304740883626950672e+05,4.016729320432074019e+05,4.822893245000615716e+05,5.729041270483866101e+05,6.740985190127873793e+05,7.864539773909539217e+05,9.105522586231458699e+05,1.046975382170848199e+06,1.196305615660363575e+06,1.359125461388450582e+06,1.536017644020079402e+06,1.727565099334920524e+06,1.934350963900785195e+06,2.156958565569936763e+06,2.395971414708856493e+06,2.651973196084199473e+06,2.925547761337863747e+06,3.217279121992783621e+06,3.527751442938165274e+06,3.857549036349277012e+06,4.207256356002061628e+06,4.577457991947417147e+06,4.968738665514035150e+06,5.381683224611895159e+06,5.816876639311684296e+06,6.274903997677749023e+06,6.756350501834790222e+06,7.261801464250075631e+06,7.791842304215115495e+06,8.347058544511877000e+06,8.928035808250458911e+06,9.535359815865827724e+06,1.016961638226280920e+07,1.083139141409907304e+07,1.152127090719710663e+07,1.223984094407648221e+07,1.298768769159897603e+07,1.376539739871920645e+07,1.457355639433439076e+07,1.541275108522708714e+07,1.628356795409543812e+07,1.718659355766585842e+07,1.812241452488303185e+07,1.909161755517351255e+07,2.009478941677787527e+07,2.113251694514867291e+07,2.220538704140970111e+07,2.331398667087402940e+07,2.445890286161724105e+07,2.564072270310322568e+07,2.686003334485979378e+07,2.811742199520179257e+07,2.941347591999890283e+07,3.074878244148642942e+07,3.212392893711690232e+07,3.353950283845027909e+07,3.499609163008124381e+07,3.649428284860165417e+07,3.803466408159703016e+07,3.961782296667452157e+07,4.124434719052239507e+07,4.291482448799817264e+07,4.462984264124529809e+07,4.638998947883664817e+07,4.819585287494363636e+07,5.004802074853017181e+07,5.194708106257009506e+07,5.389362182328764349e+07,5.588823107941936702e+07,5.793149692149712145e+07,6.002400748115096986e+07,6.216635093043186516e+07,6.435911548115231842e+07,6.660288938424529880e+07,6.889826092913039029e+07,7.124581844314415753e+07,7.364615029089379311e+07,7.609984487371622026e+07,7.860749062910845876e+07,8.116967603017987311e+07,8.378698958511966467e+07,8.646001983667621017e+07,8.918935536165000498e+07,9.197558477039882541e+07,9.481929670635506511e+07,9.772107984555381536e+07,1.006815228961736262e+08,1.037012145980862975e+08,1.067807437224185169e+08,1.099206990711228997e+08,1.131216694765591919e+08,1.163842438010845184e+08,1.197090109366531670e+08,1.230965598044254929e+08,1.265474793543843925e+08
1.291326571562023455e+05,1.735276588467828697e+05,2.267430789276501455e+05,2.895621441434824374e+05,3.627687142652585753e+05,4.471472298154353630e+05,5.434826668100081151e+05,6.525604972184069920e+05,7.751666541504070628e+05,9.120875009977964219e+05,1.064109803918268764e+06,1.232020707168664783e+06,1.416607710886109853e+06,1.618658650986581342e+06,1.838961680906397291e+06,2.078305254956688266e+06,2.337478113096858840e+06,2.617269266962262336e+06,2.918467987005257513e+06,3.241863790628652088e+06,3.588246431207025889e+06,3.958405887905136216e+06,4.353132356214413419e+06,4.773216239138188772e+06,5.219448138964870013e+06,5.692618849575338885e+06,6.193519349237008020e+06,6.722940793842408806e+06,7.281674510554609820e+06,7.870511991825943813e+06,8.490244889759818092e+06,9.141665010788727552e+06,9.825564310643952340e+06,1.054273488959506154e+07,1.129396898793916218e+07,1.208005898172211833e+07,1.290179737867498212e+07,1.375997681435104460e+07,1.465539004844958149e+07,1.558882996131412685e+07,1.656108955059349351e+07,1.757296192805555463e+07,1.862524031654369086e+07,1.971871804706747085e+07,2.085418855601901934e+07,2.203244538250790536e+07,2.325428216580744460e+07,2.452049264290576801e+07,2.583187064615630731e+07,2.718921010102117807e+07,2.859330502390348911e+07,3.004494952006269619e+07,3.154493778160938993e+07,3.309406408557488769e+07,3.469312279205176979e+07,3.634290834240197390e+07,3.804421525752911717e+07,3.979783813621128350e+07,4.160457165349186212e+07,4.346521055912591517e+07,4.538054967607828975e+07,4.735138389907244593e+07,4.937850819318649918e+07,5.146271759249538928e+07,5.360480719875574857e+07,5.580557218013326824e+07,5.806580776996894926e+07,6.038630926558394730e+07,6.276787202712062746e+07,6.521129147641831636e+07,6.771736309592276812e+07,7.028688242762733996e+07,7.292064507204513252e+07,7.561944668721041083e+07,7.838408298770864308e+07,8.121534974373300374e+07,8.411404278016820550e+07,8.708095797569799423e+07,9.011689126193819940e+07,9.322263862257878482e+07,9.639899609261322021e+07,9.964675975746388733e+07,1.029667257522503287e+08,1.063596902610182613e+08,1.098264495159988105e+08,1.133677997968876958e+08,1.169845374301408082e+08,1.206774587882881463e+08,1.244473602892645895e+08,1.282950383957561702e+08,1.322212896145622730e+08,1.362269104959736764e+08,1.403126976331637204e+08,1.444794476615951359e+08,1.487279572584395409e+08,1.530590231420109570e+08,1.574734420712111294e+08,1.619720108449884355e+08,1.665555263018080592e+08,1.712247853191339374e+08
1.747226543907768792e+05,2.347912126306835853e+05,3.067942183444306720e+05,3.917914147358962218e+05,4.908434015237864223e+05,6.050115642113004578e+05,7.353580128499804996e+05,8.829455285400580615e+05,1.048837516326683341e+06,1.234097963447126560e+06,1.439791402100168867e+06,1.666982876070802566e+06,1.916737910667045973e+06,2.190122485521747265e+06,2.488203009887942113e+06,2.812046300116665661e+06,3.162719559054712765e+06,3.541290357139413245e+06,3.948826614999873564e+06,4.386396587400957011e+06,4.855068848388602026e+06,5.355912277513650246e+06,5.889996047027263790e+06,6.458389609954125248e+06,7.062162688961133361e+06,7.702385265948976390e+06,8.380127572302110493e+06,9.096460079740272835e+06,9.852453491720423102e+06,1.064917873534378037e+07,1.148770695372710377e+07,1.236910949880178459e+07,1.329445792450758256e+07,1.426482398035149090e+07,1.528127960530444607e+07,1.634489692201192304e+07,1.745674823129577562e+07,1.861790600692742690e+07,1.982944289065376669e+07,2.109243168745910376e+07,2.240794536104742810e+07,2.377705702953124791e+07,2.520083996131356061e+07,2.668036757115133107e+07,2.821671341638923064e+07,2.981095119335348159e+07,3.146415473389666900e+07,3.317739800208419561e+07,3.495175509101523459e+07,3.678830021976952255e+07,3.868810773047424853e+07,4.065225208548347652e+07,4.268180786466508359e+07,4.477784976278863102e+07,4.694145258700965345e+07,4.917369125444491208e+07,5.147564078983491659e+07,5.384837632328806072e+07,5.629297308810330182e+07,5.881050641866806149e+07,6.140205174842613190e+07,6.406868460791411251e+07,6.681148062286180258e+07,6.963151551235499978e+07,7.252986508705611527e+07,7.550760524748212099e+07,7.856581198233537376e+07,8.170556136688637733e+07,8.492792956140567362e+07,8.823399280964297056e+07,9.162482743735107780e+07,9.510150985085375607e+07,9.866511653565463424e+07,1.023167240550864488e+08,1.060574090489981622e+08,1.098882482324786931e+08,1.138103183946172893e+08,1.178246963972958624e+08,1.219324591740159690e+08,1.261346837287378311e+08,1.304324471348378509e+08,1.348268265339252353e+08,1.393188991348516643e+08,1.439097422126683891e+08,1.486004331076237857e+08,1.533920492241880596e+08,1.582856680301001668e+08,1.632823670554397106e+08,1.683832238917209208e+08,1.735893161910088062e+08,1.789017216650556624e+08,1.843215180844597816e+08,1.898497832778415680e+08,1.954875951310410202e+08,2.012360315863323808e+08,2.070961706416571140e+08,2.130690903498744965e+08,2.191558688180280328e+08,2.253575842066299617e+08,2.316753147289595008e+08
2.364080986921174044e+05,3.176837277408408700e+05,4.151072343848834280e+05,5.301125018078789581e+05,6.641345720989420079e+05,8.186095505511482479e+05,9.949745228060954250e+05,1.194667482466317713e+06,1.419127267361631850e+06,1.669793503055606503e+06,1.948106552470774623e+06,2.255507470730246510e+06,2.593437964480797295e+06,2.963340355092397425e+06,3.366657545231659431e+06,3.804832988388236146e+06,4.279310660999009386e+06,4.791535036868414842e+06,5.342951063627092168e+06,5.935004141007325612e+06,6.569140100743947551e+06,7.246805187934512272e+06,7.969446043714104220e+06,8.738509689117779955e+06,9.555443510019415990e+06,1.042169524304856174e+07,1.133871296239825524e+07,1.230794506744663417e+07,1.333084027112337016e+07,1.440884758895951137e+07,1.554341632876543701e+07,1.673599608088771068e+07,1.798803670899987221e+07,1.930098834138725698e+07,2.067630136268897727e+07,2.211542640606458113e+07,2.361981434575474262e+07,2.519091629000918195e+07,2.683018357435646653e+07,2.853906775519315898e+07,3.031902060367114469e+07,3.217149409986442327e+07,3.409794042719718814e+07,3.609981196711757034e+07,3.817856129400163889e+07,4.033564117027418315e+07,4.257250454173360765e+07,4.489060453306857497e+07,4.729139444355662912e+07,4.977632774293299764e+07,5.234685806742201746e+07,5.500443921592076123e+07,5.775052514632801712e+07,6.058656997201013565e+07,6.351402795839693397e+07,6.653435351970122010e+07,6.964900121575570107e+07,7.285942574896091223e+07,7.616708196133919060e+07,7.957342483169032633e+07,8.307990947284218669e+07,8.668799112899374962e+07,9.039912517314505577e+07,9.421476710461127758e+07,9.813637254661494493e+07,1.021653972439563125e+08,1.063032970607545078e+08,1.105515279782594889e+08,1.149115460927306563e+08,1.193848076133781821e+08,1.239727688603668064e+08,1.286768862628773004e+08,1.334986163572248966e+08,1.384394157850309610e+08,1.435007412914472818e+08,1.486840497234288156e+08,1.539907980280562937e+08,1.594224432509026825e+08,1.649804425344455540e+08,1.706662531164965928e+08,1.764813323287907839e+08,1.824271375953853130e+08,1.885051264313197136e+08,1.947167564412047267e+08,2.010634853178659081e+08,2.075467708410239518e+08,2.141680708760052025e+08,2.209288433724859953e+08,2.278305463632664979e+08,2.348746379630750120e+08,2.420625763673997223e+08,2.493958198513500690e+08,2.568758267685423791e+08,2.645040555500135422e+08,2.722819647031588554e+08,2.802110128106942773e+08,2.882926585296416283e+08,2.965283605903370976e+08,3.049195777954623699e+08,3.134677690190951228e+08
3.198714518280129414e+05,4.298412608399621677e+05,5.616599196964449948e+05,7.172675408480847254e+05,8.986058047999864211e+05,1.107617830623007845e+06,1.346248063846393256e+06,1.616442178513912717e+06,1.920146990949179046e+06,2.259310383317209780e+06,2.635881235464922618e+06,3.051809363819689490e+06,3.509045466351528186e+06,4.009541072780305054e+06,4.555248499348014593e+06,5.148120807586541399e+06,5.790111766600355506e+06,6.483175818455985747e+06,7.229268046329453588e+06,8.030344145111905411e+06,8.888360394214572385e+06,9.805273632348198444e+06,1.078304123408121988e+07,1.182362108800489642e+07,1.292897157635483518e+07,1.410105155595582351e+07,1.534182034037217870e+07,1.665323768315918930e+07,1.803726376212235913e+07,1.949585916450129077e+07,2.103098487300352007e+07,2.264460225262150168e+07,2.433867303817216307e+07,2.611515932250483707e+07,2.797602354532776773e+07,2.992322848260919377e+07,3.195873723651166633e+07,3.408451322582315654e+07,3.630252017685071379e+07,3.861472211474645138e+07,4.102308335523657501e+07,4.352956849672897160e+07,4.613614241277400404e+07,4.884477024485794455e+07,5.165741739550770074e+07,5.457604952168913931e+07,5.760263252848140150e+07,6.073913256301064044e+07,6.398751600863017887e+07,6.734974947933062911e+07,7.082779981437042356e+07,7.442363407311189175e+07,7.813921953005434573e+07,8.197652367005208135e+07,8.593751418370866776e+07,9.002415896293792129e+07,9.423842609668457508e+07,9.858228386679427326e+07,1.030577007440277785e+08,1.076666453842121661e+08,1.124110866245209575e+08,1.172929934798791111e+08,1.223143351394854188e+08,1.274770809634491503e+08,1.327832004795322716e+08,1.382346633799970448e+08,1.438334395185500383e+08,1.495814989073813856e+08,1.554808117142941654e+08,1.615333482599198222e+08,1.677410790150161386e+08,1.741059745978451371e+08,1.806300057716266215e+08,1.873151434420648813e+08,1.941633586549454927e+08,2.011766225937987864e+08,2.083569065776301920e+08,2.157061820587095320e+08,2.232264206204233766e+08,2.309195939751498103e+08,2.387876739623498023e+08,2.468326325464004278e+08,2.550564418147824407e+08,2.634610739761705101e+08,2.720485013585982919e+08,2.808206964076727629e+08,2.897796316848294139e+08,2.989272798656330109e+08,3.082656137381194234e+08,3.177966062011766434e+08,3.275222302629649043e+08,3.374444590393757820e+08,3.475652657525243759e+08,3.578866237292796373e+08,3.684105063998268247e+08,3.791388872962637544e+08,3.900737400512279272e+08,4.012170383965542912e+08,4.125707561619647741e+08,4.241368672737838626e+08
4.328013560475052218e+05,5.815957614020893816e+05,7.599527044159484794e+05,9.704972499228321249e+05,1.215856584409118164e+06,1.498659840809375048e+06,1.821537946819737088e+06,2.187123492375185248e+06,2.598050612969900481e+06,3.056954886232402641e+06,3.566473239702485967e+06,4.129243868158050347e+06,4.747906159146297723e+06,5.425100625611726195e+06,6.163468844700839370e+06,6.965653401972972788e+06,7.834297840366968885e+06,8.772046613371493295e+06,9.781545041926981881e+06,1.086543927465364896e+07,1.202637625105532631e+07,1.326700366739479825e+07,1.458996994497589767e+07,1.599792420059991069e+07,1.749351621899249405e+07,1.907939642702115700e+07,2.075821586954380199e+07,2.253262618674713373e+07,2.440527959284866229e+07,2.637882885604982078e+07,2.845592727963900939e+07,3.063922868415441737e+07,3.293138739052440226e+07,3.533505820411229134e+07,3.785289639959803224e+07,4.048755770663747936e+07,4.324169829624293745e+07,4.611797476783603430e+07,4.911904413692642748e+07,5.224756382337536663e+07,5.550619164020479470e+07,5.889758578291842341e+07,6.242440481930093467e+07,6.608930767966704071e+07,6.989495364753192663e+07,7.384400235067886114e+07,7.793911375260017812e+07,8.218294814428946376e+07,8.657816613636685908e+07,9.112742865151587129e+07,9.583339691721796989e+07,1.006987324587659836e+08,1.057260970925430506e+08,1.109181529195529222e+08,1.162775623191876560e+08,1.218069879432219863e+08,1.275090927100227028e+08,1.333865397989608645e+08,1.394419926450185776e+08,1.456781149335816205e+08,1.520975705954060555e+08,1.587030238017542958e+08,1.654971389596894681e+08,1.724825807075248361e+08,1.796620139104155898e+08,1.870381036560938358e+08,1.946135152507334352e+08,2.023909142149442136e+08,2.103729662798877954e+08,2.185623373835095167e+08,2.269616936668832004e+08,2.355737014706628621e+08,2.444010273316371739e+08,2.534463379793832600e+08,2.627123003330149651e+08,2.722015814980213046e+08,2.819168487631952763e+08,2.918607695976437330e+08,3.020360116478798985e+08,3.124452427349492908e+08,3.230911308518460393e+08,3.339763441605824828e+08,3.451035509897354245e+08,3.564754198318634033e+08,3.680946193410231471e+08,3.799638183303532600e+08,3.920856857697145939e+08,4.044628907833900452e+08,4.170981026478410959e+08,4.299939907895175815e+08,4.431532247827200294e+08,4.565784743475144506e+08,4.702724093476925492e+08,4.842376997887827158e+08,4.984770158161055446e+08,5.129930277128741741e+08,5.277884058983364105e+08,5.428658209259589911e+08,5.582279434816548824e+08,5.738774443820444345e+08
